Casos,Tamaño 10,Tamaño 20,Tamaño 30,Tamaño 40,Tamaño 50,Tamaño 60,Tamaño 70,Tamaño 80,Tamaño 90,Tamaño 100,Tamaño 110,Tamaño 120,Tamaño 130,Tamaño 140,Tamaño 150,Tamaño 160,Tamaño 170,Tamaño 180,Tamaño 190,Tamaño 200,Tamaño 210,Tamaño 220,Tamaño 230,Tamaño 240,Tamaño 250,Tamaño 260,Tamaño 270,Tamaño 280,Tamaño 290,Tamaño 300,Tamaño 310,Tamaño 320,Tamaño 330,Tamaño 340,Tamaño 350,Tamaño 360,Tamaño 370,Tamaño 380,Tamaño 390,Tamaño 400,Tamaño 410,Tamaño 420,Tamaño 430,Tamaño 440,Tamaño 450,Tamaño 460,Tamaño 470,Tamaño 480,Tamaño 490,Tamaño 500,Tamaño 510,Tamaño 520,Tamaño 530,Tamaño 540,Tamaño 550,Tamaño 560,Tamaño 570,Tamaño 580,Tamaño 590,Tamaño 600,Tamaño 610,Tamaño 620,Tamaño 630,Tamaño 640,Tamaño 650,Tamaño 660,Tamaño 670,Tamaño 680,Tamaño 690,Tamaño 700,Tamaño 710,Tamaño 720,Tamaño 730,Tamaño 740,Tamaño 750,Tamaño 760,Tamaño 770,Tamaño 780,Tamaño 790,Tamaño 800,Tamaño 810,Tamaño 820,Tamaño 830,Tamaño 840,Tamaño 850,Tamaño 860,Tamaño 870,Tamaño 880,Tamaño 890,Tamaño 900,Tamaño 910,Tamaño 920,Tamaño 930,Tamaño 940,Tamaño 950,Tamaño 960,Tamaño 970,Tamaño 980,Tamaño 990,Tamaño 1000
Caso 556,0.0000002,0.0000007,0.0000009,0.0000012,0.0000021,0.0000023,0.0000030,0.0000038,0.0000046,0.0000057,0.0000089,0.0000080,0.0000097,0.0000106,0.0000161,0.0000145,0.0000162,0.0000175,0.0000197,0.0000212,0.0000299,0.0000255,0.0000281,0.0000313,0.0000339,0.0000373,0.0000402,0.0000428,0.0000452,0.0000480,0.0000512,0.0000536,0.0000571,0.0000618,0.0000648,0.0000749,0.0000818,0.0001942,0.0000962,0.0001518,0.0001263,0.0001090,0.0000936,0.0000976,0.0001013,0.0001051,0.0001163,0.0001175,0.0001465,0.0001268,0.0001341,0.0001530,0.0001659,0.0001449,0.0001763,0.0001933,0.0001591,0.0001760,0.0001689,0.0002078,0.0002113,0.0001878,0.0002327,0.0002048,0.0002106,0.0002046,0.0002586,0.0002654,0.0002737,0.0002375,0.0002915,0.0002505,0.0003012,0.0002603,0.0004011,0.0005121,0.0002919,0.0002918,0.0003122,0.0003077,0.0003166,0.0003279,0.0003500,0.0003546,0.0003853,0.0003590,0.0003796,0.0003785,0.0003877,0.0005899,0.0004161,0.0004155,0.0004366,0.0004311,0.0004404,0.0004516,0.0004568,0.0006745,0.0005142,0.0004985,
Caso 557,0.0000003,0.0000005,0.0000008,0.0000011,0.0000015,0.0000021,0.0000038,0.0000037,0.0000048,0.0000056,0.0000067,0.0000106,0.0000094,0.0000109,0.0000123,0.0000142,0.0000206,0.0000175,0.0000191,0.0000214,0.0000241,0.0000264,0.0000286,0.0000306,0.0000336,0.0000366,0.0000654,0.0000583,0.0000448,0.0000474,0.0000502,0.0000656,0.0001073,0.0001139,0.0001208,0.0001398,0.0001491,0.0001193,0.0001008,0.0000795,0.0000825,0.0000860,0.0001030,0.0000924,0.0001166,0.0001010,0.0001053,0.0001333,0.0001378,0.0001201,0.0001252,0.0001571,0.0001352,0.0001667,0.0001660,0.0001835,0.0001836,0.0001601,0.0001952,0.0002009,0.0001760,0.0002195,0.0002264,0.0002183,0.0002330,0.0002251,0.0002317,0.0002211,0.0002478,0.0003654,0.0002568,0.0002500,0.0002565,0.0002680,0.0003104,0.0002899,0.0002795,0.0003125,0.0002936,0.0003007,0.0003100,0.0003174,0.0003233,0.0003292,0.0003519,0.0003595,0.0003714,0.0003693,0.0003788,0.0007763,0.0005016,0.0004225,0.0004720,0.0004266,0.0004317,0.0004616,0.0004597,0.0004664,0.0004764,0.0004872,
Caso 558,0.0000004,0.0000007,0.0000008,0.0000011,0.0000021,0.0000023,0.0000033,0.0000043,0.0000053,0.0000064,0.0000074,0.0000090,0.0000105,0.0000118,0.0000132,0.0000192,0.0000167,0.0000241,0.0000207,0.0000226,0.0000242,0.0000263,0.0000286,0.0000394,0.0000338,0.0000431,0.0000386,0.0000525,0.0000453,0.0000604,0.0000507,0.0000529,0.0000694,0.0000582,0.0000621,0.0000641,0.0000680,0.0000718,0.0000749,0.0000790,0.0000827,0.0000867,0.0000905,0.0000939,0.0000964,0.0001010,0.0001065,0.0001331,0.0001142,0.0001202,0.0001253,0.0001577,0.0001349,0.0001380,0.0001424,0.0001491,0.0001545,0.0001600,0.0001990,0.0001723,0.0003765,0.0004787,0.0003329,0.0002014,0.0002392,0.0002097,0.0002111,0.0002330,0.0002744,0.0002325,0.0002392,0.0002890,0.0003147,0.0002634,0.0002675,0.0002777,0.0002870,0.0003028,0.0002994,0.0003822,0.0003125,0.0003186,0.0003825,0.0004119,0.0003516,0.0003613,0.0003576,0.0004325,0.0003656,0.0003871,0.0006658,0.0004052,0.0004134,0.0006648,0.0004298,0.0004407,0.0004777,0.0004730,0.0004831,0.0004964,
Caso 559,0.0000003,0.0000006,0.0000009,0.0000012,0.0000017,0.0000029,0.0000033,0.0000040,0.0000049,0.0000058,0.0000071,0.0000083,0.0000095,0.0000117,0.0000131,0.0000144,0.0000158,0.0000171,0.0000239,0.0000206,0.0000222,0.0000239,0.0000265,0.0000365,0.0000313,0.0000427,0.0000370,0.0000397,0.0000424,0.0000452,0.0000487,0.0000511,0.0000531,0.0000698,0.0000599,0.0000635,0.0000674,0.0000706,0.0001470,0.0001466,0.0001858,0.0002063,0.0000906,0.0001037,0.0001238,0.0001083,0.0001056,0.0001689,0.0001337,0.0001486,0.0001227,0.0001548,0.0001598,0.0001377,0.0001444,0.0003735,0.0003413,0.0001988,0.0003491,0.0001719,0.0001737,0.0002160,0.0001925,0.0002285,0.0002034,0.0001999,0.0002518,0.0002107,0.0002149,0.0003750,0.0002354,0.0002428,0.0002888,0.0002508,0.0002584,0.0002662,0.0002729,0.0002857,0.0002937,0.0002939,0.0003034,0.0003096,0.0003136,0.0003226,0.0003274,0.0003360,0.0003717,0.0003507,0.0003601,0.0004463,0.0003869,0.0004461,0.0003918,0.0004007,0.0004115,0.0004344,0.0004325,0.0004404,0.0004501,0.0004573,
Caso 560,0.0000002,0.0000007,0.0000008,0.0000012,0.0000018,0.0000025,0.0000030,0.0000040,0.0000048,0.0000061,0.0000069,0.0000111,0.0000099,0.0000116,0.0000183,0.0000146,0.0000160,0.0000179,0.0000200,0.0000216,0.0000239,0.0000260,0.0000283,0.0000389,0.0000325,0.0000350,0.0000375,0.0000511,0.0000432,0.0000456,0.0000564,0.0000512,0.0000662,0.0000586,0.0000630,0.0000663,0.0000702,0.0000915,0.0000784,0.0000820,0.0000858,0.0001103,0.0000941,0.0000977,0.0001182,0.0001563,0.0001141,0.0001201,0.0001485,0.0001271,0.0001320,0.0001677,0.0001680,0.0001466,0.0001772,0.0001902,0.0002611,0.0004324,0.0001776,0.0001843,0.0001862,0.0002299,0.0001972,0.0002072,0.0002164,0.0002613,0.0002205,0.0002378,0.0002274,0.0002497,0.0002540,0.0002622,0.0003207,0.0002635,0.0003325,0.0002879,0.0003057,0.0003090,0.0003084,0.0003192,0.0005584,0.0003317,0.0004012,0.0003533,0.0003726,0.0003938,0.0004598,0.0003946,0.0003934,0.0004040,0.0004932,0.0004354,0.0004282,0.0004392,0.0004451,0.0004551,0.0004623,0.0004748,0.0004844,0.0004933,
Caso 561,0.0000004,0.0000006,0.0000010,0.0000013,0.0000019,0.0000032,0.0000032,0.0000051,0.0000049,0.0000060,0.0000096,0.0000087,0.0000103,0.0000153,0.0000133,0.0000156,0.0000179,0.0000195,0.0000210,0.0000286,0.0000253,0.0000273,0.0000301,0.0000326,0.0000349,0.0000370,0.0000396,0.0000501,0.0000461,0.0000494,0.0000526,0.0000659,0.0000703,0.0000594,0.0000625,0.0000807,0.0000680,0.0000719,0.0000755,0.0000787,0.0000819,0.0000856,0.0000903,0.0000933,0.0000975,0.0001202,0.0001045,0.0001083,0.0001160,0.0001183,0.0001237,0.0001537,0.0002268,0.0003346,0.0007057,0.0003075,0.0001947,0.0001615,0.0001659,0.0001738,0.0002213,0.0001843,0.0001905,0.0002367,0.0002045,0.0002109,0.0002173,0.0002283,0.0002349,0.0002424,0.0003030,0.0002477,0.0002542,0.0002606,0.0002613,0.0003411,0.0002893,0.0003889,0.0003392,0.0003010,0.0003113,0.0003786,0.0003244,0.0003358,0.0004091,0.0003520,0.0003621,0.0003745,0.0003810,0.0003847,0.0003983,0.0004059,0.0004907,0.0004360,0.0004440,0.0004407,0.0004480,0.0005313,0.0004671,0.0004904,
Caso 562,0.0000003,0.0000005,0.0000008,0.0000013,0.0000017,0.0000023,0.0000030,0.0000039,0.0000064,0.0000061,0.0000072,0.0000105,0.0000122,0.0000141,0.0000127,0.0000138,0.0000155,0.0000174,0.0000246,0.0000210,0.0000230,0.0000254,0.0000278,0.0000307,0.0000426,0.0000449,0.0000497,0.0000519,0.0000456,0.0000585,0.0000625,0.0000627,0.0000567,0.0000736,0.0000628,0.0000664,0.0000663,0.0000726,0.0000748,0.0000799,0.0000841,0.0000884,0.0001123,0.0001187,0.0001017,0.0001063,0.0001106,0.0001366,0.0001194,0.0001447,0.0002609,0.0001944,0.0002057,0.0001488,0.0001551,0.0001618,0.0001665,0.0001732,0.0001777,0.0001851,0.0002225,0.0001911,0.0001975,0.0002420,0.0002084,0.0003540,0.0002288,0.0002299,0.0002852,0.0002424,0.0002910,0.0003057,0.0003058,0.0003189,0.0002723,0.0002791,0.0002879,0.0002910,0.0003027,0.0003118,0.0003729,0.0003245,0.0003326,0.0003400,0.0003464,0.0003587,0.0004500,0.0003885,0.0003961,0.0003931,0.0003976,0.0004063,0.0004948,0.0004227,0.0004335,0.0005385,0.0004666,0.0004748,0.0004839,0.0004772,
Caso 563,0.0000003,0.0000006,0.0000008,0.0000012,0.0000017,0.0000023,0.0000028,0.0000035,0.0000045,0.0000052,0.0000084,0.0000099,0.0000108,0.0000101,0.0000145,0.0000126,0.0000185,0.0000205,0.0000184,0.0000260,0.0000219,0.0000234,0.0000254,0.0000279,0.0000362,0.0000317,0.0000341,0.0000370,0.0000398,0.0000428,0.0000462,0.0000483,0.0000627,0.0000558,0.0000630,0.0000625,0.0000811,0.0000697,0.0000740,0.0000888,0.0000782,0.0000826,0.0000858,0.0000893,0.0000936,0.0000975,0.0001013,0.0001076,0.0001244,0.0001745,0.0001387,0.0001702,0.0001587,0.0001350,0.0001387,0.0001448,0.0001795,0.0001596,0.0001581,0.0001994,0.0001784,0.0001852,0.0001890,0.0002360,0.0002180,0.0002029,0.0002102,0.0002091,0.0002220,0.0002306,0.0002389,0.0002528,0.0002502,0.0003868,0.0002735,0.0002785,0.0002692,0.0002856,0.0002855,0.0002963,0.0003029,0.0003102,0.0003485,0.0003290,0.0003347,0.0003752,0.0003509,0.0003588,0.0008851,0.0004498,0.0004217,0.0003958,0.0004834,0.0006234,0.0004079,0.0004278,0.0005199,0.0004440,0.0004549,0.0004694,
Caso 564,0.0000004,0.0000006,0.0000008,0.0000012,0.0000018,0.0000025,0.0000033,0.0000040,0.0000049,0.0000058,0.0000068,0.0000080,0.0000092,0.0000101,0.0000158,0.0000173,0.0000198,0.0000215,0.0000179,0.0000203,0.0000219,0.0000259,0.0000275,0.0000297,0.0000320,0.0000344,0.0000371,0.0000394,0.0000444,0.0000561,0.0000587,0.0000507,0.0000540,0.0000707,0.0000609,0.0000638,0.0000674,0.0000701,0.0000735,0.0000779,0.0000995,0.0001026,0.0000904,0.0000947,0.0000986,0.0002035,0.0001285,0.0003204,0.0002188,0.0001603,0.0001262,0.0001301,0.0001385,0.0001401,0.0001457,0.0001500,0.0001562,0.0001593,0.0001648,0.0001711,0.0001723,0.0002207,0.0002219,0.0002033,0.0002099,0.0002210,0.0002369,0.0002263,0.0002289,0.0002292,0.0002375,0.0002632,0.0002574,0.0002640,0.0002633,0.0002956,0.0002973,0.0002983,0.0003122,0.0003086,0.0003621,0.0003225,0.0003304,0.0003419,0.0003716,0.0003578,0.0003646,0.0005258,0.0003897,0.0003885,0.0003964,0.0004198,0.0004183,0.0004269,0.0004628,0.0004439,0.0004515,0.0005386,0.0004529,0.0004836,
Caso 565,0.0000002,0.0000005,0.0000009,0.0000012,0.0000017,0.0000024,0.0000030,0.0000051,0.0000050,0.0000060,0.0000072,0.0000107,0.0000127,0.0000115,0.0000165,0.0000146,0.0000171,0.0000190,0.0000206,0.0000293,0.0000249,0.0000269,0.0000294,0.0000313,0.0000341,0.0000454,0.0000388,0.0000415,0.0000439,0.0000468,0.0000499,0.0000530,0.0000561,0.0000726,0.0000621,0.0000654,0.0000854,0.0000911,0.0000764,0.0000801,0.0000833,0.0000876,0.0001174,0.0001070,0.0001062,0.0002027,0.0002124,0.0001156,0.0001188,0.0001238,0.0001289,0.0001899,0.0001421,0.0001434,0.0001472,0.0001442,0.0001646,0.0001731,0.0001689,0.0001751,0.0002166,0.0002254,0.0002332,0.0001974,0.0002039,0.0002108,0.0002585,0.0002225,0.0002547,0.0002403,0.0002398,0.0002940,0.0002601,0.0002658,0.0003251,0.0003223,0.0002939,0.0002870,0.0003571,0.0003061,0.0003460,0.0003324,0.0003397,0.0003405,0.0004096,0.0003527,0.0003645,0.0003822,0.0003783,0.0004155,0.0004745,0.0004174,0.0004285,0.0004289,0.0004516,0.0004745,0.0004563,0.0006497,0.0004946,0.0005028,
Caso 566,0.0000002,0.0000006,0.0000012,0.0000015,0.0000018,0.0000033,0.0000032,0.0000041,0.0000051,0.0000064,0.0000077,0.0000087,0.0000102,0.0000112,0.0000167,0.0000146,0.0000219,0.0000191,0.0000213,0.0000256,0.0000309,0.0000274,0.0000297,0.0000322,0.0000435,0.0000369,0.0000391,0.0000528,0.0000446,0.0000469,0.0000494,0.0000644,0.0000552,0.0000591,0.0000622,0.0000648,0.0000685,0.0001301,0.0000793,0.0001289,0.0001265,0.0001376,0.0001491,0.0000987,0.0001037,0.0001084,0.0001111,0.0001160,0.0001341,0.0001455,0.0001529,0.0001302,0.0001648,0.0001691,0.0001716,0.0001503,0.0001560,0.0001859,0.0001674,0.0002079,0.0001760,0.0002108,0.0001882,0.0001964,0.0002283,0.0002007,0.0002131,0.0002179,0.0002491,0.0003223,0.0002418,0.0002480,0.0002529,0.0003075,0.0002919,0.0002656,0.0002992,0.0002816,0.0002893,0.0002950,0.0003190,0.0003110,0.0003535,0.0003877,0.0003345,0.0006374,0.0004235,0.0003678,0.0003646,0.0004489,0.0003834,0.0003926,0.0004279,0.0004186,0.0004140,0.0004436,0.0004340,0.0005403,0.0004646,0.0004600,
Caso 567,0.0000002,0.0000006,0.0000009,0.0000012,0.0000017,0.0000024,0.0000029,0.0000039,0.0000062,0.0000058,0.0000065,0.0000083,0.0000093,0.0000104,0.0000121,0.0000140,0.0000154,0.0000174,0.0000188,0.0000274,0.0000302,0.0000330,0.0000356,0.0000306,0.0000331,0.0000444,0.0000382,0.0000515,0.0000434,0.0000572,0.0000496,0.0000520,0.0000552,0.0000721,0.0000871,0.0001340,0.0002628,0.0000896,0.0000790,0.0000850,0.0000954,0.0000980,0.0000938,0.0000983,0.0001018,0.0001062,0.0001130,0.0001166,0.0001216,0.0001249,0.0001475,0.0001730,0.0001454,0.0001458,0.0001496,0.0001552,0.0001610,0.0001675,0.0001746,0.0001819,0.0001903,0.0001930,0.0001993,0.0002055,0.0002116,0.0002583,0.0002299,0.0002305,0.0002606,0.0002999,0.0002597,0.0002669,0.0002741,0.0002767,0.0002838,0.0002903,0.0003433,0.0003075,0.0003172,0.0003226,0.0003301,0.0003450,0.0003612,0.0003566,0.0003640,0.0004521,0.0003896,0.0003970,0.0004751,0.0004031,0.0004135,0.0004621,0.0004417,0.0005253,0.0004458,0.0004897,0.0004744,0.0005592,0.0004786,0.0005064,
Caso 568,0.0000003,0.0000004,0.0000009,0.0000011,0.0000017,0.0000027,0.0000033,0.0000040,0.0000051,0.0000059,0.0000071,0.0000084,0.0000129,0.0000114,0.0000129,0.0000142,0.0000160,0.0000177,0.0000199,0.0000223,0.0000298,0.0000262,0.0000361,0.0000311,0.0000332,0.0000362,0.0000393,0.0000409,0.0000437,0.0000478,0.0000509,0.0000562,0.0000568,0.0000726,0.0001187,0.0000704,0.0001270,0.0000951,0.0000785,0.0000817,0.0000848,0.0000882,0.0000920,0.0000979,0.0001246,0.0001278,0.0001110,0.0001414,0.0001195,0.0001586,0.0001330,0.0001384,0.0001435,0.0001482,0.0001641,0.0002412,0.0001603,0.0001693,0.0002116,0.0001833,0.0001897,0.0001966,0.0002280,0.0002305,0.0002140,0.0002220,0.0002711,0.0002342,0.0002861,0.0002396,0.0002522,0.0002581,0.0002741,0.0002723,0.0002801,0.0003405,0.0003148,0.0003007,0.0003284,0.0003148,0.0003507,0.0004798,0.0003464,0.0003560,0.0004252,0.0003613,0.0003705,0.0005231,0.0003802,0.0004605,0.0003967,0.0004148,0.0004268,0.0004639,0.0004471,0.0004454,0.0004517,0.0005243,0.0004678,0.0004926,
Caso 569,0.0000003,0.0000005,0.0000007,0.0000015,0.0000020,0.0000028,0.0000040,0.0000054,0.0000073,0.0000091,0.0000115,0.0000093,0.0000108,0.0000123,0.0000130,0.0000146,0.0000167,0.0000182,0.0000197,0.0000214,0.0000229,0.0000313,0.0000266,0.0000285,0.0000413,0.0000342,0.0000422,0.0000397,0.0000529,0.0000794,0.0000639,0.0000678,0.0000772,0.0004663,0.0001076,0.0000891,0.0000685,0.0000723,0.0000741,0.0000943,0.0001006,0.0001078,0.0001116,0.0001639,0.0001321,0.0001291,0.0001137,0.0001199,0.0001132,0.0001388,0.0001253,0.0001297,0.0001352,0.0001387,0.0001426,0.0001474,0.0001533,0.0001583,0.0001645,0.0001707,0.0001965,0.0001826,0.0001874,0.0001920,0.0002949,0.0002048,0.0002086,0.0002123,0.0002179,0.0002276,0.0002744,0.0002403,0.0002404,0.0002507,0.0002636,0.0003888,0.0002782,0.0002823,0.0002923,0.0005131,0.0003156,0.0003239,0.0003326,0.0003291,0.0003381,0.0003441,0.0004090,0.0004262,0.0004447,0.0003784,0.0005537,0.0005667,0.0004503,0.0004503,0.0004857,0.0006274,0.0005314,0.0005132,0.0004645,0.0008431,
Caso 570,0.0000007,0.0000010,0.0000010,0.0000022,0.0000031,0.0000044,0.0000055,0.0000072,0.0000054,0.0000086,0.0000102,0.0000120,0.0000097,0.0000135,0.0000114,0.0000129,0.0000139,0.0000158,0.0000225,0.0000279,0.0000214,0.0000233,0.0000251,0.0000338,0.0000345,0.0000330,0.0000348,0.0000380,0.0000406,0.0000435,0.0000585,0.0000493,0.0000649,0.0000545,0.0000720,0.0000951,0.0001134,0.0000837,0.0000719,0.0000759,0.0000797,0.0000846,0.0000900,0.0000930,0.0000976,0.0001565,0.0001450,0.0001119,0.0001300,0.0001191,0.0001277,0.0001567,0.0001628,0.0001676,0.0001443,0.0001868,0.0001631,0.0001763,0.0001672,0.0001682,0.0002022,0.0001785,0.0001851,0.0001896,0.0002044,0.0002051,0.0002041,0.0002161,0.0002677,0.0002270,0.0002426,0.0002480,0.0002402,0.0002567,0.0002638,0.0002766,0.0002774,0.0002850,0.0002927,0.0004109,0.0003121,0.0003135,0.0003162,0.0003900,0.0003348,0.0003425,0.0003405,0.0004724,0.0005490,0.0003847,0.0003832,0.0003922,0.0004037,0.0004110,0.0009297,0.0004714,0.0004412,0.0004851,0.0005971,0.0004620,
Caso 571,0.0000002,0.0000005,0.0000008,0.0000009,0.0000016,0.0000022,0.0000028,0.0000037,0.0000046,0.0000057,0.0000068,0.0000103,0.0000091,0.0000105,0.0000121,0.0000179,0.0000201,0.0000166,0.0000237,0.0000256,0.0000221,0.0000240,0.0000267,0.0000285,0.0000316,0.0000334,0.0000395,0.0000428,0.0000420,0.0000559,0.0000482,0.0000509,0.0000541,0.0000575,0.0000616,0.0000760,0.0000667,0.0000707,0.0000743,0.0000782,0.0000808,0.0001020,0.0000875,0.0000911,0.0000938,0.0001203,0.0001011,0.0001056,0.0001147,0.0001451,0.0001248,0.0001307,0.0001377,0.0001428,0.0001447,0.0001845,0.0001524,0.0001655,0.0002088,0.0001728,0.0001825,0.0002723,0.0001931,0.0001986,0.0002074,0.0002139,0.0002203,0.0002220,0.0002763,0.0002542,0.0002821,0.0003124,0.0003215,0.0005561,0.0002759,0.0002838,0.0002906,0.0005635,0.0003046,0.0003122,0.0003309,0.0003273,0.0003349,0.0003749,0.0003522,0.0003700,0.0003768,0.0003745,0.0003844,0.0003914,0.0003990,0.0004079,0.0004177,0.0004379,0.0004472,0.0005228,0.0005684,0.0006361,0.0005137,0.0004781,
Caso 572,0.0000003,0.0000006,0.0000010,0.0000011,0.0000017,0.0000022,0.0000029,0.0000037,0.0000063,0.0000054,0.0000065,0.0000077,0.0000092,0.0000104,0.0000117,0.0000130,0.0000148,0.0000167,0.0000188,0.0000208,0.0000227,0.0000251,0.0000277,0.0000356,0.0000325,0.0000350,0.0000379,0.0000416,0.0000447,0.0000571,0.0000488,0.0000523,0.0000554,0.0000986,0.0000796,0.0000683,0.0000723,0.0000753,0.0000789,0.0000841,0.0000873,0.0000898,0.0000935,0.0000981,0.0001032,0.0001073,0.0001113,0.0001169,0.0001222,0.0001291,0.0001291,0.0001343,0.0001399,0.0001751,0.0001509,0.0001551,0.0001610,0.0002010,0.0001716,0.0002195,0.0001853,0.0001863,0.0001976,0.0002017,0.0002078,0.0003221,0.0002270,0.0002350,0.0002446,0.0002541,0.0002503,0.0002581,0.0002670,0.0002720,0.0002765,0.0004136,0.0002930,0.0002994,0.0003062,0.0003544,0.0003301,0.0003271,0.0003354,0.0003455,0.0003550,0.0003627,0.0003695,0.0003795,0.0003881,0.0003964,0.0004040,0.0004121,0.0004194,0.0004456,0.0004303,0.0004396,0.0006027,0.0009011,0.0005206,0.0007737,
Caso 573,0.0000003,0.0000005,0.0000008,0.0000013,0.0000017,0.0000024,0.0000033,0.0000038,0.0000047,0.0000058,0.0000068,0.0000112,0.0000140,0.0000166,0.0000218,0.0000220,0.0000245,0.0000278,0.0000316,0.0000345,0.0000370,0.0000391,0.0000429,0.0000365,0.0000518,0.0000337,0.0000359,0.0000481,0.0000511,0.0000434,0.0000569,0.0000505,0.0000525,0.0000842,0.0000944,0.0000631,0.0000673,0.0000700,0.0001123,0.0001189,0.0001257,0.0000872,0.0000912,0.0000960,0.0000995,0.0002394,0.0001424,0.0001092,0.0001115,0.0001442,0.0001206,0.0001512,0.0001292,0.0002102,0.0001387,0.0001456,0.0001508,0.0002241,0.0001613,0.0002179,0.0001728,0.0001720,0.0001818,0.0001880,0.0003192,0.0001997,0.0002135,0.0002057,0.0003124,0.0002325,0.0002318,0.0003500,0.0002908,0.0002571,0.0002627,0.0003310,0.0003219,0.0002820,0.0004560,0.0003097,0.0003037,0.0003475,0.0004391,0.0004230,0.0003334,0.0003999,0.0003610,0.0003606,0.0003702,0.0003808,0.0006721,0.0006367,0.0004094,0.0004168,0.0004263,0.0004515,0.0004493,0.0004552,0.0004617,0.0004703,
Caso 574,0.0000003,0.0000005,0.0000009,0.0000011,0.0000016,0.0000020,0.0000028,0.0000047,0.0000043,0.0000055,0.0000065,0.0000077,0.0000088,0.0000100,0.0000112,0.0000127,0.0000143,0.0000159,0.0000175,0.0000194,0.0000271,0.0000235,0.0000258,0.0000278,0.0000302,0.0000338,0.0000373,0.0000409,0.0000449,0.0000581,0.0000511,0.0000661,0.0000612,0.0000641,0.0000669,0.0000701,0.0001404,0.0001207,0.0001214,0.0000839,0.0000885,0.0000925,0.0000966,0.0000973,0.0001535,0.0001117,0.0001165,0.0001141,0.0001203,0.0001279,0.0001296,0.0001359,0.0001398,0.0001604,0.0001775,0.0001527,0.0001629,0.0001604,0.0001650,0.0001702,0.0001826,0.0001836,0.0002141,0.0001967,0.0003758,0.0002107,0.0002174,0.0002254,0.0002309,0.0002865,0.0002414,0.0002478,0.0002539,0.0002624,0.0003260,0.0002840,0.0002776,0.0002905,0.0002986,0.0003043,0.0003132,0.0003211,0.0003714,0.0003536,0.0003390,0.0006172,0.0003789,0.0003785,0.0003721,0.0003798,0.0003990,0.0004017,0.0004018,0.0004114,0.0004210,0.0004456,0.0004519,0.0005273,0.0005475,0.0004725,
Caso 575,0.0000003,0.0000004,0.0000008,0.0000012,0.0000018,0.0000030,0.0000030,0.0000038,0.0000048,0.0000072,0.0000066,0.0000079,0.0000097,0.0000110,0.0000121,0.0000137,0.0000156,0.0000174,0.0000194,0.0000213,0.0000292,0.0000253,0.0000276,0.0000373,0.0000410,0.0000347,0.0000372,0.0000474,0.0000439,0.0000469,0.0000503,0.0000534,0.0000556,0.0000744,0.0000627,0.0000786,0.0000706,0.0000744,0.0000788,0.0000821,0.0001044,0.0001081,0.0000920,0.0000962,0.0001240,0.0001069,0.0001109,0.0001154,0.0001456,0.0001490,0.0002100,0.0001352,0.0001400,0.0001450,0.0001644,0.0002295,0.0001674,0.0001738,0.0001777,0.0001816,0.0001908,0.0001893,0.0002242,0.0002034,0.0002311,0.0002159,0.0002230,0.0002276,0.0002813,0.0002400,0.0002533,0.0002535,0.0003220,0.0002756,0.0002833,0.0003561,0.0002902,0.0002885,0.0003044,0.0003098,0.0003173,0.0003269,0.0003357,0.0003454,0.0005851,0.0006318,0.0004325,0.0003804,0.0003909,0.0004764,0.0004115,0.0004189,0.0004566,0.0004538,0.0004428,0.0005341,0.0004636,0.0005586,0.0004955,0.0004890,
Caso 576,0.0000002,0.0000006,0.0000008,0.0000013,0.0000017,0.0000021,0.0000028,0.0000036,0.0000042,0.0000069,0.0000065,0.0000104,0.0000092,0.0000104,0.0000119,0.0000137,0.0000151,0.0000173,0.0000193,0.0000216,0.0000237,0.0000257,0.0000278,0.0000310,0.0000408,0.0000430,0.0000478,0.0000432,0.0000569,0.0000491,0.0000511,0.0000653,0.0000703,0.0000596,0.0000632,0.0000663,0.0000692,0.0000742,0.0000793,0.0000832,0.0000865,0.0000908,0.0000946,0.0000987,0.0001036,0.0001081,0.0001122,0.0002048,0.0001224,0.0001268,0.0001316,0.0001374,0.0001422,0.0001459,0.0001607,0.0001814,0.0001649,0.0001673,0.0001733,0.0002138,0.0001787,0.0001885,0.0001938,0.0002007,0.0002073,0.0002125,0.0002166,0.0002378,0.0002326,0.0002400,0.0002471,0.0002542,0.0002606,0.0002684,0.0002758,0.0002911,0.0002977,0.0003247,0.0003065,0.0003331,0.0003169,0.0003308,0.0003409,0.0003606,0.0003905,0.0003604,0.0003676,0.0003738,0.0003804,0.0003871,0.0003973,0.0004809,0.0004650,0.0004425,0.0004498,0.0004640,0.0004507,0.0004683,0.0004740,0.0004972,
